"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8031","User registration test @master @sanity @regression","chromium","2026-03-12","passed","2026-03-12","","AccountRegistration.spec.ts","",""
